Date,Time,Ratings,Review_Title,Review_comment
9/28/2020,6:22:00 PM,1,AC repairing issue,"I am Vihar Gandhi(+91-7777070163) living in Ahmedabad. I belong to a small lower middle class family having value of every single penny and having only one AC at my home. Unfortunately my grandmother is suffering from cancer and currently on chemotherapy who cannot bear heat and continuously she has to use an air conditioner. Since I have heard/observed positive feedback of Urbancompany from friends and relatives, even Urbancompany turned out to be good for me as well for many other services experienced except mentioned below. Tentatively before a month there was a cooling issue in AC which is used by my grandmother. Thought of using Urbancompany services which turned out to be the worst decision of my life.
On 4th September technician BIPINKUMAR A SHAH was assigned to me who visited and after thorough investigation he figured out gas leakage and refilled gas, which was billed around 2500/-Same amount was paid by me with trust on technician without negotiation, and yes luckily I have opted for warranty. 15 days later the same issue reoccurred and since it was under repair warranty, same technician came and again after thorough inspection he repeated the same process.
Again after 10 days same cooling issue recurred and I thought of calling/appointing another technician this time as I felt that the previous technician was having lack of knowledge.
This new person Mr. Hemang Suthar came and inspected everything and told me to install new copper pipe set of at least 3 meter, which I again agreed due the reason of my lack of knowledge as I do not belong to this field and in front of me my grandmother was there who is on chemotherapy who has to be in AC 24 7.
I agreed to that person, he did his work, installed new copper pipe, again filled new gas and this time I paid 4550/- with the mindset of getting a solution for the sake of my grandmother. Now, Again after 8 days same issue reoccurred and according to Hemang Suthar’s guidance I called company person,
Company person said “ due to previous 3 faulty repairing cooling coil of internal unit has got seriously damaged, and surprising your person / mr.hemang Suthar agreed This faulty repairing issue has leaded to
1.serious damage of my internal unit’s cooling coil


waste of hefty amount of money earned by only earning member of lower middle class family.


waste of time as whenever a person comes for repairing I have to take leave from office as there is nobody in my family except my grandmother and working wife at home.


mental harassment for us and the past 1 month was not at all good due to those technicians who were in lack of knowledge and everytime asking me to pay for spare parts/gas filling without having conclusion on proper fault and this resulted in damage of my ac. Now to this series of issues, faulty repairs, damage to my AC, harassment to our family, I Have decided to get it repaired from the company itself. Due to blind trust on Urban Company I have accepted whatever technician asked to replace, and paid whatever amount they said. This trust leaded to damage to my AC, and hampered my grand mothers health All these services and payments are under warranty(although your person was not able to detect problems/damaged my AC) Now, I request you to kindly help me to get my money back for AC and all the product which was damaged because of this. I am so frustrated due to this and I have decided that  if I do not get an proper cooperation from Urban Company I would be dragging this matter to court of laws and will fight until I do not get proper solution.




Would request a quick positive revert."
9/27/2020,2:47:00 AM,1,Urban company thief’s,"Never trust urban company or clap they just eat people’s money they don’t have professionals at work they just get a random guy to have the work done
I ordered for a pest control and with in a day the cockroaches are back
Urban company is waste of company don’t go for it"
8/29/2020,8:05:00 PM,3,Painting work not completed,"We had booked for Urban company for painting our 2bhk flat in JP nagar  Bangalore. Painting was done well, but balcony painting was not done even after repeated reminders it is still pending since two weeks."
8/18/2020,4:53:00 PM,1,AC Servicing,"The Urban Company's  AC Technician could not complete the servicing of a 1.5T Split AC of Carrier Make . Infact he did not know how to reassemble the indoor wall unit after dismantling it for servicing. He wasted about 3 hours trying to do the same but without any success. Even as on date, the cover of this indoor AC unit is not getting clamped / locked as a result of which the AC wall unit could fall down any time and lead to an accident.  As a consequence, this AC(which was operational till their AC technician attended to it) has now become totally ""inoperable"" besides becoming prone to an accident any time. Upon lodging a complaint on the Company's web portal there has been no response even after about 10 days. Further, their web portal does not allow the customer to send any reminders for the complaints already lodged nor do they have any provision for registering /reminding them about complaints telephonically. Incidentally, after registration of complaint on their web portal, no acknowledgement is sent to the customer on his / her email ID or thro' SMS which clearly indicates that there is no way the customer can escalate their complaints to external agencies like Consumer Forum etc for seeking redressal of their grievances."
8/14/2020,11:39:00 AM,1,URBAN COMPANY - The Worst Service Provider EVER!!,"The repair services they provide have exorbitant rates but the service provided is third grade. Everytime I have booked a repair service the issue was not resolved by the professional. I had to seek outside help. The professionals cannot be called professionals because they have no clue what’s wrong. They are inexperienced, rude, not at all punctual, misleading. As soon as they step in they convince us to give them good rating without even starting the service. UC does not have a customer support number, you need to place a call request and wait for a call, if the call gets dropped you can’t even place another call request.
I had multiple pathetic experiences but one experience in particular I had was with the professional Manaskumar Mishra who is a plumber on 13th Aug 2020. I had a very minor leakage problem in  my kitchen sink. My service was rescheduled twice and then also he showed up late. He dismantled the sink and parts. Said issue with the pipe. Fled with the pipe part saying he is going to get a replacement. When I after after 2 hours he said DEKHTA HUN. I raised a complaint spoke to an executive and was promised a call back in half an hour which never happened. I tried calling the professional, he received and rather than listening to me he said the UC lady spoke harshly with him and used profanity and he will complain against her. He didn’t listen to me and disconnected. I waited till the next day morning and requested a call back from someone. Got 3 calls from customer care only (Sarfaraz, Mohit) upon lodging a complaint again and call got dropped and didn’t receive a callback . I called the professional 4 times no response. My service was abruptly ended on the app without my knowledge, and asking me to pay 99 and to rate my experience and give feedback, well here it is. I got a professional plumber’s no and asked him to come and fix it. We got the know Manas had broken the tap and fled. There is no way to contact urban company. When I am requesting a call back it automatically says complaint already registered.
REFRAIN FROM USING ANY OF THE SERVICES FROM URBAN COMPANY ESP REPAIR!!"
8/11/2020,10:02:00 AM,1,Repair of Bosch Washing Machine,"On 28th may first service was done and we paid rs. 444/- by cash. Machine was completely rectified and service engineer mr. Md. Moin uddin has mentioned that there is some problem in pc board and charged rs. 3, 000/-. The machine has hardly worked for 3 days and the same problem was repeated. Your service engineer mr. Moin uddin has visited another 2 times and made some futile attempts and could not repair the machine. Now the machine is not in working condition. I have through mobile app lodged complaints several times. But no response at all. Your service engineer is also not lifting his phone. We really feel bad having paid total amount of rs. 3, 444/- for servicing of washing machine your urban company could not service it and has put me in hardship. With this bitter experience we are loosing faith and confidence on urban company.
You service engineer: mr. Md. Moin uddin
His mobile no. [protected]
Subsequent to my complaint New Technician has come on 7th  Aug'20 and checked the Washing machine. He mentioned that previous Technician has given wrong connections and due to which PC board and other parts of the machine like sensor and others got damaged and need to be replaced.  The technician has told that total cost will be around Rs. 8, 000/- . Then Urban company representative has come into conference call with me and the new technician Mr. Syed Akbar and started negotiation. First of all there is no mistake of ours in this entire process. All the damage happend is due to the wrong connections given by the  Urban Company's previous technician only which is confirmed by the second technician Mr. Akbar. Why shall a customer be punished for the mistake of incompetent technicians hired by the Urban Company. Ultimately Urban Company has negotiated with me for another Rs, 4, 000/- to get it completely repaired. I was forced to agree for this since I don't have any other alternative and I am badly struck with Urban Company.
New Technician has taken away on 7th the PC Board and other damaged parts for replacement and promissed that Washing machine will be repaired within 3 days i.e., by 10th of Aug'20. Now when I called him he he says that the PC board is complete;y damaged and company is not responding for replacement. I have lodged a complaint on 10th evening for their response. They have not responded to my complaint also.
I sincerely feel I did a blunder mistake choosing the Urban company.
I humbly request to escalate the issue to the concerned officers and help me  for resolving the issue.
Regards,
U.N. Rao
Sarada"
8/6/2020,7:41:00 PM,1,Experience with Urban Company,"It's important to know why the service is called deep home cleaning. The service provided is not what is described on Urban Company. I raised a complain after I received their service yesterday, and UC confirmed to rectify the mistakes by sending an expert team from the same company. I did raise my apprehensions over this, because I know if the same person is sent to do the job they will continue do what they did earlier. Today they came again, and they did do some work but not complete work. I told them to clean the toilet completely, but they did not do it. They did not mob the floor before leaving and they did not even inform me before leaving. I trusted and believed them to do their job with utmost commitment, but i was wrong. There needs to be someone watching over them and tell them what do and where to do.
I could have done the same job by hiring a maid. They say industrial grade chemicals, but I do not believe it is. I can use Domex cleaner and get the house cleaned better. The showcase glass were also not cleaned properly and also the trolleys in the kitchen. I can point out a lot of flaws in the service. You take 25% commission from the service provider, I expect you to take the responsibility as well."
7/26/2020,11:01:00 AM,3,Worst Service Providers,"Dear all. This is the first time I am writing a review for any firm. I got my AC repaired through Urban Company rep at a cost of Rs 10, 500 and only a couple of days later the AC performance was back to square 1. I requested the rep for timely guarantee repairs however the professional named D Bhanu Prasad kept on delaying his visit. Finally he visited after a week and did something to make the AC operational. AC performed for a couple of days and the problem recurred. Tried calling the technician thereafter however he blocked my number. The customer service also denied to render any assistance in this regard. I was cheated and robbed of Rs 10, 500 by booking this service. Just a recommendation for all that rethink 100 times before booking urbanclap services. Couldn't give zero stars because the app doesnt accept it therefore giving 3 stars which the app accepts. Thanks"
7/23/2020,,1,urban clap sucks,company sucks they more of a barbarian shop never go for repair any thing
7/6/2020,11:41:00 AM,1,Unprofessional Urban Company,"Urban clap professional damaged my TV and now no one is answering my calls. They have blocked me from raising any complaint. I spent Rs 6849/- for my TV repair and Sukriti from Urban Company told me to get this in writing from other TV mechanic that my TV has been damaged by UC professional, how absurd. Who will write this."
3/24/2020,,1,The worst decision,A third grade service. I had booked a technician to repair my air conditioner n to my disappointment I was fooled n cheated of RS.2500. my ac still has not been repaired n money is already been taken. A pathetic service n feel disgusting to see celebs promoting a brand with maximum number of negative comments
1/6/2019,,1, account does link page goes blank,when i clink on link account next page shows blank
10/6/2018,,2,Needs improv,Couldn’t book a refrigerator repair.
3/12/2018,,5,Worked flawlessly!,"I placed a request for a carpenter. Within 2 hours the carpenter was here, fixed my door latch and a mirror that needed to be put up on the wall and was done. Felt like magic!"
